Age;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005
50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99821;99662;99521;99397;99290;99196;99110;99040;98979;98928;98883;98844;98810;98780;98753;98730;98709;98690;98673;98657;98643;98630;98617;98606;98595;98585;98575;98565;98556;98547;98540;98536;98535;98539;98545;98553;98562;98572;98582;98593;98603;98613;98623;98631;98637;98638;98632;98605;98520;98205;98232;98258;98284;98309;98333;98357;98381;98404;98427
51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99806;99629;99475;99336;99217;99113;99021;98939;98871;98814;98764;98723;98686;98654;98627;98603;98582;98563;98547;98532;98519;98508;98496;98486;98477;98469;98461;98453;98445;98438;98431;98425;98423;98425;98430;98438;98448;98459;98470;98483;98495;98507;98519;98530;98539;98547;98550;98545;98520;98436;98123;98151;98179;98206;98232;98258;98283;98308;98333;98356
52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99786;99595;99423;99272;99138;99021;98920;98833;98753;98689;98634;98588;98549;98516;98487;98462;98441;98423;98407;98393;98381;98371;98361;98353;98345;98339;98332;98326;98320;98316;98311;98306;98302;98302;98307;98314;98324;98336;98348;98362;98376;98390;98404;98417;98430;98442;98451;98456;98452;98429;98347;98036;98065;98094;98123;98150;98178;98205;98231;98257;98282
53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99765;99554;99369;99200;99054;98923;98811;98713;98629;98554;98492;98441;98398;98363;98332;98307;98285;98267;98252;98239;98228;98219;98211;98205;98199;98194;98190;98186;98183;98180;98177;98175;98172;98171;98173;98179;98189;98202;98215;98230;98246;98262;98278;98294;98310;98324;98338;98349;98356;98354;98332;98252;97943;97974;98005;98035;98064;98093;98122;98150;98177;98203
54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99738;99508;99303;99122;98958;98816;98689;98581;98488;98408;98336;98278;98231;98191;98159;98132;98111;98093;98078;98066;98056;98049;98042;98037;98034;98032;98030;98029;98027;98027;98028;98027;98027;98027;98029;98034;98043;98055;98069;98086;98103;98121;98140;98158;98176;98194;98211;98226;98239;98248;98249;98229;98150;97844;97877;97909;97941;97972;98002;98033;98062;98091;98119
55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99708;99452;99227;99028;98852;98693;98556;98434;98330;98242;98166;98098;98045;98002;97967;97938;97915;97897;97883;97872;97864;97858;97853;97851;97849;97849;97850;97852;97854;97856;97859;97862;97865;97868;97871;97875;97883;97895;97909;97927;97945;97966;97986;98007;98028;98048;98068;98087;98105;98121;98132;98135;98117;98041;97737;97771;97806;97839;97873;97905;97936;97968;97999;98028
56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99671;99386;99137;98918;98724;98554;98401;98270;98153;98054;97971;97900;97837;97788;97749;97719;97695;97677;97663;97652;97646;97642;97639;97639;97641;97643;97647;97651;97656;97662;97667;97674;97680;97686;97693;97699;97707;97718;97733;97750;97771;97792;97815;97838;97862;97886;97909;97931;97953;97973;97991;98005;98010;97995;97921;97619;97656;97693;97728;97764;97798;97832;97865;97898;97929
57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99636;99315;99036;98794;98582;98395;98231;98084;97958;97847;97754;97676;97611;97553;97510;97476;97450;97431;97417;97409;97403;97401;97401;97403;97407;97413;97420;97427;97436;97445;97454;97464;97474;97485;97494;97504;97514;97525;97540;97558;97579;97602;97628;97654;97680;97706;97733;97759;97785;97809;97832;97853;97869;97877;97864;97793;97494;97533;97573;97611;97648;97685;97721;97756;97791;97825
58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99598;99242;98930;98660;98424;98220;98040;97882;97742;97622;97517;97430;97358;97298;97246;97209;97180;97160;97147;97138;97134;97134;97136;97142;97149;97158;97168;97180;97192;97204;97218;97232;97246;97260;97274;97288;97302;97316;97331;97350;97371;97396;97423;97452;97481;97511;97541;97570;97600;97628;97656;97682;97705;97724;97735;97725;97657;97361;97403;97445;97485;97525;97565;97603;97641;97677;97713
59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99568;99176;98829;98525;98263;98036;97839;97666;97516;97382;97269;97171;97090;97025;96971;96925;96893;96871;96856;96848;96846;96847;96852;96860;96870;96883;96897;96912;96928;96945;96963;96981;96999;97018;97036;97055;97073;97092;97109;97128;97151;97177;97205;97236;97268;97301;97334;97367;97401;97433;97466;97496;97526;97552;97574;97587;97581;97515;97223;97268;97312;97355;97398;97440;97481;97520;97560;97599
60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99553;99132;98749;98411;98115;97862;97643;97453;97288;97145;97018;96912;96821;96747;96688;96640;96600;96575;96558;96550;96547;96550;96557;96568;96582;96597;96614;96634;96654;96676;96697;96720;96743;96766;96789;96812;96835;96858;96880;96902;96925;96952;96981;97014;97048;97084;97120;97158;97194;97231;97268;97303;97336;97369;97399;97424;97441;97437;97375;97086;97134;97180;97226;97271;97315;97359;97402;97443;97484
61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99535;99099;98687;98314;97986;97699;97454;97243;97061;96903;96768;96649;96550;96465;96398;96345;96304;96271;96251;96242;96239;96243;96251;96264;96280;96298;96320;96343;96367;96393;96419;96446;96474;96501;96529;96557;96584;96612;96639;96666;96692;96720;96750;96784;96820;96859;96898;96938;96979;97020;97059;97099;97138;97175;97211;97244;97272;97292;97292;97232;96947;96997;97047;97096;97143;97190;97236;97281;97325;97369
62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99507;99053;98628;98227;97864;97545;97268;97032;96830;96656;96506;96378;96267;96174;96098;96037;95991;95957;95931;95918;95914;95918;95928;95942;95961;95983;96007;96034;96062;96093;96123;96155;96187;96219;96252;96285;96318;96350;96382;96414;96445;96475;96507;96542;96580;96620;96663;96706;96750;96795;96839;96883;96926;96968;97009;97048;97084;97116;97139;97142;97086;96804;96857;96910;96961;97011;97061;97110;97157;97204;97250
63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99481;99001;98559;98145;97755;97402;97094;96826;96599;96405;96240;96098;95979;95875;95791;95721;95668;95630;95603;95583;95577;95579;95590;95606;95627;95652;95680;95709;95742;95776;95811;95848;95885;95922;95960;95998;96036;96073;96110;96147;96184;96220;96255;96291;96330;96372;96417;96463;96511;96559;96607;96655;96703;96750;96796;96840;96882;96922;96957;96983;96989;96936;96658;96714;96770;96824;96877;96929;96981;97031;97080;97129
64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99445;98940;98472;98042;97641;97262;96921;96623;96364;96147;95963;95807;95674;95563;95467;95391;95330;95284;95253;95234;95221;95222;95232;95248;95271;95298;95329;95364;95400;95439;95479;95520;95562;95604;95647;95690;95734;95777;95819;95862;95904;95945;95985;96026;96067;96110;96156;96205;96256;96308;96361;96413;96465;96516;96567;96616;96664;96710;96754;96792;96822;96831;96781;96507;96567;96625;96682;96738;96793;96847;96901;96953;97004
65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99375;98835;98345;97890;97475;97086;96720;96391;96104;95857;95650;95476;95330;95207;95105;95019;94952;94899;94862;94839;94828;94823;94831;94848;94873;94903;94937;94976;95016;95060;95105;95152;95199;95248;95297;95346;95395;95444;95493;95542;95589;95637;95683;95729;95774;95820;95869;95920;95974;96030;96086;96143;96200;96256;96312;96366;96420;96472;96523;96570;96612;96646;96658;96613;96342;96405;96467;96528;96587;96645;96703;96759;96814;96868
66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99312;98705;98181;97706;97268;96866;96491;96139;95822;95548;95312;95117;94954;94819;94706;94614;94538;94480;94436;94409;94395;94392;94396;94413;94438;94471;94509;94551;94597;94645;94696;94749;94802;94857;94912;94968;95023;95078;95134;95189;95244;95298;95351;95404;95455;95506;95557;95611;95669;95727;95788;95849;95911;95973;96034;96094;96153;96212;96268;96322;96374;96421;96458;96475;96434;96168;96233;96299;96364;96426;96488;96548;96608;96666;96723
67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99241;98573;97984;97478;97020;96597;96211;95851;95513;95210;94949;94726;94543;94392;94268;94167;94086;94020;93973;93939;93922;93917;93924;93937;93963;93998;94039;94085;94136;94190;94247;94305;94365;94426;94489;94551;94614;94677;94740;94802;94864;94925;94986;95045;95104;95162;95219;95276;95337;95399;95463;95529;95596;95663;95730;95796;95862;95926;95988;96050;96109;96165;96216;96258;96279;96242;95981;96051;96121;96189;96255;96321;96384;96448;96510;96570
68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99152;98415;97769;97200;96713;96273;95868;95499;95154;94832;94543;94297;94089;93919;93781;93669;93580;93511;93456;93421;93398;93391;93398;93414;93438;93474;93518;93568;93624;93684;93747;93813;93880;93949;94019;94089;94160;94230;94301;94372;94441;94511;94579;94647;94713;94779;94844;94907;94972;95038;95106;95177;95249;95322;95395;95468;95539;95610;95679;95748;95814;95878;95939;95995;96042;96068;96036;95779;95854;95927;96000;96070;96139;96208;96274;96339;96403
69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;99041;98219;97508;96885;96338;95872;95452;95065;94714;94387;94081;93809;93578;93386;93231;93107;93009;92933;92877;92836;92812;92802;92807;92825;92853;92888;92935;92989;93050;93117;93187;93260;93335;93412;93490;93569;93649;93728;93808;93887;93966;94044;94122;94198;94274;94348;94422;94494;94565;94636;94709;94785;94862;94941;95020;95100;95178;95256;95333;95408;95482;95554;95624;95690;95751;95803;95835;95808;95556;95637;95715;95791;95866;95940;96013;96083;96153;96221
70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;98921;97993;97201;96516;95918;95395;94951;94552;94186;93854;93547;93259;93006;92792;92616;92477;92368;92285;92224;92182;92155;92145;92149;92166;92197;92238;92285;92344;92410;92483;92560;92642;92725;92811;92899;92987;93076;93166;93255;93345;93434;93521;93609;93695;93780;93865;93948;94029;94110;94189;94268;94349;94432;94517;94603;94689;94775;94861;94945;95029;95111;95191;95269;95345;95417;95485;95542;95579;95558;95313;95398;95482;95563;95643;95722;95799;95874;95948;96021
71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;98758;97716;96823;96062;95407;94837;94340;93921;93545;93202;92891;92605;92338;92105;91910;91752;91631;91540;91475;91429;91403;91392;91397;91415;91448;91493;91548;91609;91681;91760;91846;91936;92029;92125;92223;92323;92423;92524;92624;92725;92825;92924;93022;93120;93216;93312;93406;93498;93589;93679;93767;93855;93944;94036;94129;94223;94318;94412;94505;94597;94687;94777;94864;94949;95032;95111;95185;95249;95292;95277;95039;95130;95219;95307;95392;95476;95559;95639;95718;95795
72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;98593;97396;96395;95539;94812;94189;93649;93180;92787;92437;92118;91831;91568;91324;91112;90939;90801;90700;90627;90580;90553;90545;90551;90573;90607;90656;90716;90787;90862;90949;91044;91143;91247;91354;91464;91575;91688;91800;91913;92026;92139;92251;92362;92471;92580;92688;92794;92899;93002;93103;93203;93301;93398;93498;93598;93701;93804;93907;94009;94111;94211;94310;94408;94503;94595;94686;94772;94853;94924;94974;94966;94737;94834;94929;95023;95114;95204;95292;95379;95463;95546
73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;98426;97072;95923;94965;94149;93460;92870;92362;91923;91558;91236;90943;90682;90443;90224;90035;89885;89769;89689;89637;89609;89602;89613;89637;89677;89729;89795;89873;89959;90051;90154;90264;90379;90498;90620;90744;90869;90996;91123;91249;91375;91501;91626;91749;91872;91993;92112;92230;92346;92461;92573;92684;92793;92900;93010;93121;93233;93346;93459;93570;93681;93791;93898;94004;94108;94209;94307;94402;94491;94570;94627;94627;94406;94510;94612;94712;94811;94907;95001;95094;95185;95273
74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;98214;96703;95406;94309;93397;92624;91973;91421;90947;90541;90207;89914;89650;89417;89205;89012;88849;88724;88632;88575;88546;88540;88554;88586;88630;88690;88762;88847;88943;89048;89158;89278;89405;89537;89673;89811;89951;90092;90234;90376;90517;90658;90798;90937;91075;91210;91345;91478;91609;91737;91865;91989;92112;92232;92352;92473;92595;92718;92842;92964;93087;93208;93327;93445;93559;93673;93783;93890;93993;94091;94178;94245;94253;94041;94153;94262;94370;94475;94579;94680;94779;94876;94972
75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;98013;96302;94858;93621;92577;91715;90986;90378;89863;89425;89054;88753;88492;88259;88055;87873;87708;87573;87474;87409;87377;87371;87389;87426;87479;87546;87627;87720;87825;87942;88066;88195;88335;88480;88630;88784;88939;89096;89255;89413;89571;89729;89886;90041;90196;90348;90499;90648;90795;90939;91082;91222;91360;91496;91629;91762;91895;92028;92164;92299;92433;92566;92698;92828;92955;93081;93204;93324;93441;93554;93661;93757;93833;93850;93648;93768;93886;94001;94114;94225;94334;94441;94546;94648
76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;97806;95906;94272;92897;91722;90736;89925;89243;88677;88204;87805;87470;87204;86976;86776;86605;86453;86319;86213;86143;86104;86099;86120;86163;86224;86302;86391;86496;86611;86739;86876;87022;87172;87331;87497;87666;87838;88013;88189;88364;88541;88717;88891;89065;89237;89408;89576;89743;89907;90070;90229;90387;90541;90693;90842;90990;91135;91281;91428;91576;91723;91869;92014;92158;92299;92438;92574;92708;92838;92966;93088;93205;93311;93396;93424;93232;93360;93487;93611;93733;93852;93969;94083;94195;94305
77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;97545;95452;93643;92091;90789;89680;88754;87996;87364;86844;86414;86056;85760;85532;85340;85175;85037;84919;84818;84743;84703;84694;84718;84766;84836;84924;85027;85142;85271;85411;85562;85722;85891;86063;86244;86431;86622;86815;87009;87205;87401;87596;87790;87984;88175;88365;88554;88740;88923;89104;89283;89458;89631;89802;89969;90134;90295;90455;90615;90776;90937;91097;91257;91415;91571;91724;91875;92023;92168;92310;92448;92582;92710;92827;92922;92960;92780;92918;93054;93187;93317;93445;93570;93694;93814;93932
78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;97268;94932;92946;91232;89765;88539;87499;86635;85934;85353;84882;84497;84183;83929;83740;83587;83459;83358;83276;83209;83169;83162;83185;83240;83317;83417;83533;83664;83806;83962;84127;84303;84489;84682;84877;85083;85292;85505;85721;85937;86154;86370;86586;86801;87014;87226;87435;87642;87846;88048;88247;88443;88636;88826;89013;89196;89376;89554;89729;89905;90080;90256;90431;90604;90775;90945;91111;91275;91436;91593;91747;91897;92043;92182;92310;92417;92466;92298;92446;92592;92735;92875;93012;93147;93279;93409;93535
79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;96927;94338;92128;90253;88639;87262;86116;85148;84349;83707;83182;82762;82427;82159;81949;81803;81690;81603;81541;81496;81467;81462;81490;81547;81634;81744;81874;82020;82181;82352;82536;82729;82933;83145;83364;83585;83815;84049;84287;84525;84765;85004;85244;85481;85718;85953;86186;86415;86642;86866;87088;87306;87521;87733;87941;88146;88347;88545;88739;88931;89123;89315;89506;89696;89885;90071;90255;90435;90613;90788;90959;91126;91289;91447;91599;91739;91858;91919;91765;91924;92081;92235;92385;92533;92678;92820;92959;93095
80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;96472;93574;91136;89061;87304;85797;84515;83454;82563;81833;81255;80790;80426;80142;79925;79763;79662;79594;79549;79529;79526;79536;79571;79636;79730;79852;79997;80160;80339;80532;80734;80949;81171;81404;81645;81892;82141;82399;82660;82922;83187;83452;83717;83980;84243;84502;84760;85016;85268;85518;85764;86007;86246;86482;86714;86942;87166;87387;87604;87817;88027;88237;88446;88655;88862;89067;89270;89470;89667;89860;90049;90236;90418;90595;90768;90933;91087;91220;91295;91155;91327;91496;91662;91824;91983;92139;92293;92442;92589
81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;95950;92640;89927;87651;85717;84086;82691;81509;80538;79729;79073;78563;78162;77856;77629;77465;77354;77301;77280;77281;77306;77346;77399;77476;77582;77714;77874;78055;78254;78468;78694;78930;79178;79432;79697;79969;80246;80525;80811;81100;81392;81685;81977;82268;82558;82846;83132;83415;83695;83972;84246;84516;84782;85045;85303;85557;85808;86054;86296;86533;86767;86998;87227;87456;87684;87910;88134;88354;88572;88786;88997;89203;89406;89604;89798;89986;90167;90337;90484;90575;90452;90638;90820;91000;91175;91347;91515;91681;91843;92002
82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;95371;91593;88512;85994;83885;82100;80599;79321;78245;77367;76645;76067;75630;75295;75052;74884;74776;74718;74717;74746;74796;74867;74953;75052;75172;75320;75495;75694;75914;76152;76402;76664;76935;77218;77507;77805;78109;78419;78730;79047;79367;79688;80010;80332;80652;80970;81286;81600;81910;82217;82520;82820;83116;83407;83694;83977;84256;84530;84800;85065;85325;85581;85834;86085;86336;86584;86831;87075;87315;87553;87785;88015;88240;88461;88677;88889;89095;89293;89479;89644;89752;89647;89848;90047;90240;90430;90617;90800;90979;91155;91328
83;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;94588;90306;86818;83980;81666;79735;78107;76744;75590;74625;73848;73217;72724;72362;72098;71922;71815;71767;71767;71819;71900;72001;72122;72256;72402;72569;72763;72981;73222;73483;73760;74049;74350;74659;74978;75303;75636;75976;76319;76663;77014;77367;77720;78074;78427;78778;79126;79473;79816;80156;80491;80824;81152;81475;81794;82109;82418;82723;83024;83320;83610;83896;84177;84454;84729;85003;85275;85544;85811;86073;86333;86588;86838;87084;87326;87563;87794;88019;88236;88442;88626;88754;88671;88890;89105;89316;89523;89726;89925;90120;90312;90500
84;0;0;0;0;0;0;0;0;0;0;0;0;100000;93872;88900;84973;81781;79190;77086;75336;73867;72645;71616;70766;70092;69555;69147;68864;68672;68564;68521;68533;68591;68698;68833;68985;69156;69341;69535;69749;69989;70251;70535;70838;71156;71485;71825;72172;72529;72891;73261;73636;74015;74395;74779;75165;75553;75940;76325;76708;77088;77466;77841;78211;78577;78939;79297;79651;79999;80342;80680;81014;81342;81664;81982;82295;82602;82906;83207;83506;83803;84097;84387;84675;84957;85235;85509;85778;86042;86301;86553;86801;87039;87266;87471;87619;87560;87799;88033;88262;88488;88709;88926;89139;89348;89553
85;0;0;0;0;0;0;0;0;0;0;0;100000;93000;87421;82899;79335;76445;74107;72215;70649;69342;68263;67364;66630;66062;65620;65299;65095;64977;64937;64958;65030;65145;65308;65495;65700;65922;66155;66399;66661;66946;67252;67581;67925;68283;68653;69032;69418;69813;70213;70619;71031;71446;71860;72280;72701;73122;73543;73961;74378;74792;75202;75608;76011;76409;76803;77192;77576;77954;78329;78697;79060;79418;79770;80117;80458;80793;81124;81453;81780;82104;82424;82742;83055;83363;83666;83965;84259;84547;84829;85106;85377;85639;85889;86117;86289;86257;86516;86772;87022;87267;87509;87746;87979;88207;88431
86;0;0;0;0;0;0;0;0;0;0;100000;92108;85792;80763;76693;73493;70904;68817;67137;65755;64609;63672;62903;62286;61821;61474;61239;61113;61066;61090;61174;61305;61476;61691;61930;62184;62454;62736;63027;63335;63665;64014;64384;64769;65168;65576;65994;66417;66849;67286;67729;68177;68626;69076;69531;69986;70442;70896;71349;71799;72246;72689;73128;73564;73994;74420;74841;75257;75667;76072;76473;76866;77255;77638;78015;78386;78751;79112;79470;79825;80178;80527;80872;81212;81548;81879;82204;82524;82839;83147;83450;83746;84033;84309;84562;84759;84757;85040;85317;85591;85859;86123;86381;86636;86886;87131
87;0;0;0;0;0;0;0;0;0;100000;91085;84042;78408;73926;70304;67463;65173;63335;61864;60662;59675;58881;58238;57735;57372;57116;56964;56911;56932;57020;57162;57348;57571;57836;58122;58422;58739;59065;59401;59751;60122;60513;60922;61346;61781;62227;62681;63140;63607;64079;64557;65039;65523;66008;66496;66984;67473;67961;68446;68929;69410;69885;70358;70826;71289;71747;72201;72649;73092;73530;73961;74387;74807;75222;75630;76033;76429;76821;77210;77595;77978;78356;78731;79101;79465;79825;80179;80527;80870;81207;81538;81861;82175;82478;82758;82984;83013;83322;83625;83923;84216;84504;84787;85065;85339;85607
88;0;0;0;0;0;0;0;0;100000;90108;82232;76010;71035;67082;63894;61401;59398;57799;56530;55502;54669;54010;53489;53094;52826;52657;52581;52597;52680;52825;53020;53255;53526;53835;54164;54507;54864;55231;55606;55995;56404;56832;57277;57734;58204;58683;59170;59662;60162;60667;61176;61690;62206;62722;63242;63762;64283;64802;65319;65834;66345;66853;67357;67857;68352;68842;69327;69808;70283;70752;71215;71673;72125;72571;73011;73446;73874;74297;74717;75134;75547;75956;76361;76761;77156;77544;77928;78307;78679;79045;79404;79756;80099;80430;80740;80996;81059;81394;81724;82048;82368;82681;82990;83294;83593;83886
89;0;0;0;0;0;0;0;100000;88938;80306;73432;68002;63663;60221;57450;55290;53565;52196;51120;50260;49574;49043;48637;48344;48166;48076;48072;48151;48290;48487;48729;49009;49321;49669;50036;50415;50808;51210;51621;52045;52487;52947;53422;53911;54411;54919;55435;55957;56486;57019;57558;58100;58645;59190;59738;60288;60837;61385;61932;62476;63017;63555;64089;64619;65145;65665;66181;66693;67198;67698;68193;68682;69166;69643;70115;70581;71041;71496;71947;72395;72839;73279;73715;74146;74572;74991;75406;75814;76217;76612;77002;77384;77757;78119;78458;78746;78845;79209;79567;79920;80267;80608;80944;81275;81601;81922
90;0;0;0;0;0;0;100000;87713;78185;70747;64823;60145;56411;53452;51077;49234;47770;46618;45724;45019;44470;44058;43757;43556;43458;43439;43497;43630;43818;44058;44339;44655;45000;45379;45775;46183;46605;47035;47473;47925;48393;48878;49379;49891;50414;50946;51485;52030;52583;53140;53701;54268;54836;55405;55978;56552;57125;57699;58271;58841;59409;59973;60534;61091;61644;62193;62738;63277;63812;64342;64866;65385;65898;66406;66908;67404;67895;68380;68862;69341;69816;70287;70754;71215;71672;72123;72568;73007;73441;73867;74288;74701;75105;75497;75868;76189;76328;76721;77108;77490;77866;78237;78602;78962;79316;79665
91;0;0;0;0;0;100000;86134;75733;67659;61357;56338;52375;49215;46716;44716;43172;41954;41007;40282;39723;39298;38993;38786;38668;38640;38682;38792;38969;39196;39468;39779;40121;40491;40891;41307;41736;42177;42626;43084;43554;44041;44543;45060;45588;46128;46675;47231;47791;48360;48934;49512;50096;50682;51269;51860;52453;53047;53640;54232;54824;55412;55999;56584;57164;57742;58315;58884;59450;60011;60567;61118;61665;62207;62743;63274;63799;64320;64835;65347;65856;66362;66863;67361;67853;68341;68823;69299;69770;70235;70693;71146;71591;72027;72452;72856;73211;73392;73817;74236;74649;75056;75458;75855;76246;76632;77011
92;0;0;0;0;100000;84747;73187;64506;57762;52498;48305;44997;42362;40283;38625;37354;36360;35596;35024;34592;34277;34066;33939;33890;33920;34011;34161;34371;34625;34921;35250;35609;35992;36403;36830;37269;37719;38179;38647;39127;39622;40133;40657;41193;41739;42294;42857;43426;44003;44585;45173;45766;46362;46960;47563;48167;48773;49380;49987;50593;51197;51801;52402;53001;53596;54190;54780;55366;55948;56527;57102;57672;58238;58799;59355;59907;60454;60996;61536;62072;62606;63136;63662;64183;64700;65212;65718;66219;66715;67204;67687;68164;68632;69088;69525;69916;70140;70596;71046;71490;71929;72363;72791;73214;73630;74042
93;0;0;0;100000;83103;70616;61138;54015;48476;44154;40712;37998;35839;34141;32794;31770;30977;30377;29939;29620;29401;29270;29211;29218;29294;29423;29604;29837;30109;30417;30757;31122;31511;31925;32353;32793;33245;33706;34175;34656;35152;35663;36187;36722;37268;37823;38385;38955;39532;40116;40706;41301;41901;42503;43109;43720;44332;44946;45560;46175;46789;47403;48016;48627;49237;49845;50449;51052;51651;52248;52841;53431;54017;54599;55178;55752;56321;56888;57451;58013;58572;59128;59680;60228;60771;61311;61845;62374;62898;63417;63930;64436;64934;65422;65891;66317;66583;67070;67551;68026;68496;68961;69421;69875;70324;70767
94;0;0;100000;81449;67859;57805;50165;44416;39945;36456;33678;31491;29755;28396;27325;26519;25904;25448;25126;24904;24765;24701;24698;24752;24864;25021;25223;25470;25751;26065;26405;26770;27156;27565;27988;28422;28868;29322;29786;30261;30751;31254;31771;32298;32836;33383;33939;34502;35073;35651;36236;36827;37423;38021;38626;39235;39846;40460;41076;41693;42311;42929;43547;44164;44781;45396;46011;46624;47234;47843;48449;49053;49654;50252;50847;51438;52027;52612;53195;53776;54355;54932;55506;56076;56644;57206;57765;58319;58868;59412;59951;60485;61011;61527;62025;62482;62790;63305;63814;64318;64817;65312;65800;66284;66763;67237
95;0;100000;79837;65197;54454;46498;40446;35888;32340;29573;27373;25643;24276;23212;22379;21760;21296;20962;20736;20593;20519;20506;20546;20633;20768;20943;21156;21407;21688;21997;22330;22685;23060;23455;23864;24283;24714;25154;25603;26063;26537;27025;27525;28036;28558;29088;29628;30176;30732;31296;31867;32444;33028;33615;34209;34807;35410;36016;36624;37235;37847;38461;39076;39692;40307;40923;41539;42154;42768;43382;43993;44604;45212;45818;46423;47025;47624;48222;48818;49413;50007;50599;51188;51776;52359;52940;53517;54090;54659;55225;55785;56339;56888;57427;57951;58436;58782;59319;59853;60383;60907;61427;61941;62452;62957;63458
